make: Entering directory '/home/armorer/development/linux/tools/testing/selftests'
# not ok 512 get_value.Loopback.84
# # Loopback.84 PCM Rate Shift 100000
# ok 513 name.Loopback.84
# ok 514 write_default.Loopback.84
# ok 515 write_valid.Loopback.84
# ok 516 write_invalid.Loopback.84
# ok 517 event_missing.Loopback.84
# ok 518 event_spurious.Loopback.84
# ok 519 get_value.Loopback.83
# # Loopback.83 PCM Slave Access Mode
# ok 520 name.Loopback.83
# # PCM Slave Access Mode is not writeable
# ok 521 # SKIP write_default.Loopback.83
# # PCM Slave Access Mode is not writeable
# ok 522 # SKIP write_valid.Loopback.83
# # PCM Slave Access Mode is not writeable
# ok 523 # SKIP write_invalid.Loopback.83
# ok 524 event_missing.Loopback.83
# ok 525 event_spurious.Loopback.83
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 526 get_value.Loopback.82
# # Loopback.82 PCM Slave Channels
# ok 527 name.Loopback.82
# # PCM Slave Channels is not writeable
# ok 528 # SKIP write_default.Loopback.82
# # PCM Slave Channels is not writeable
# ok 529 # SKIP write_valid.Loopback.82
# # PCM Slave Channels is not writeable
# ok 530 # SKIP write_invalid.Loopback.82
# ok 531 event_missing.Loopback.82
# ok 532 event_spurious.Loopback.82
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 533 get_value.Loopback.81
# # Loopback.81 PCM Slave Rate
# ok 534 name.Loopback.81
# # PCM Slave Rate is not writeable
# ok 535 # SKIP write_default.Loopback.81
# # PCM Slave Rate is not writeable
# ok 536 # SKIP write_valid.Loopback.81
# # PCM Slave Rate is not writeable
# ok 537 # SKIP write_invalid.Loopback.81
# ok 538 event_missing.Loopback.81
# ok 539 event_spurious.Loopback.81
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 540 get_value.Loopback.80
# # Loopback.80 PCM Slave Format
# ok 541 name.Loopback.80
# # PCM Slave Format is not writeable
# ok 542 # SKIP write_default.Loopback.80
# # PCM Slave Format is not writeable
# ok 543 # SKIP write_valid.Loopback.80
# # PCM Slave Format is not writeable
# ok 544 # SKIP write_invalid.Loopback.80
# ok 545 event_missing.Loopback.80
# ok 546 event_spurious.Loopback.80
# ok 547 get_value.Loopback.79
# # Loopback.79 PCM Slave Active
# ok 548 name.Loopback.79
# # PCM Slave Active is not writeable
# ok 549 # SKIP write_default.Loopback.79
# # PCM Slave Active is not writeable
# ok 550 # SKIP write_valid.Loopback.79
# # PCM Slave Active is not writeable
# ok 551 # SKIP write_invalid.Loopback.79
# ok 552 event_missing.Loopback.79
# ok 553 event_spurious.Loopback.79
# ok 554 get_value.Loopback.78
# # Loopback.78 PCM Notify
# # 0.78 PCM Notify is a writeable boolean but not a Switch
# not ok 555 name.Loopback.78
# ok 556 write_default.Loopback.78
# ok 557 write_valid.Loopback.78
# ok 558 write_invalid.Loopback.78
# ok 559 event_missing.Loopback.78
# ok 560 event_spurious.Loopback.78
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 561 get_value.Loopback.77
# # Loopback.77 PCM Rate Shift 100000
# ok 562 name.Loopback.77
# ok 563 write_default.Loopback.77
# ok 564 write_valid.Loopback.77
# ok 565 write_invalid.Loopback.77
# ok 566 event_missing.Loopback.77
# ok 567 event_spurious.Loopback.77
# ok 568 get_value.Loopback.76
# # Loopback.76 PCM Slave Access Mode
# ok 569 name.Loopback.76
# # PCM Slave Access Mode is not writeable
# ok 570 # SKIP write_default.Loopback.76
# # PCM Slave Access Mode is not writeable
# ok 571 # SKIP write_valid.Loopback.76
# # PCM Slave Access Mode is not writeable
# ok 572 # SKIP write_invalid.Loopback.76
# ok 573 event_missing.Loopback.76
# ok 574 event_spurious.Loopback.76
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 575 get_value.Loopback.75
# # Loopback.75 PCM Slave Channels
# ok 576 name.Loopback.75
# # PCM Slave Channels is not writeable
# ok 577 # SKIP write_default.Loopback.75
# # PCM Slave Channels is not writeable
# ok 578 # SKIP write_valid.Loopback.75
# # PCM Slave Channels is not writeable
# ok 579 # SKIP write_invalid.Loopback.75
# ok 580 event_missing.Loopback.75
# ok 581 event_spurious.Loopback.75
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 582 get_value.Loopback.74
# # Loopback.74 PCM Slave Rate
# ok 583 name.Loopback.74
# # PCM Slave Rate is not writeable
# ok 584 # SKIP write_default.Loopback.74
# # PCM Slave Rate is not writeable
# ok 585 # SKIP write_valid.Loopback.74
# # PCM Slave Rate is not writeable
# ok 586 # SKIP write_invalid.Loopback.74
# ok 587 event_missing.Loopback.74
# ok 588 event_spurious.Loopback.74
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 589 get_value.Loopback.73
# # Loopback.73 PCM Slave Format
# ok 590 name.Loopback.73
# # PCM Slave Format is not writeable
# ok 591 # SKIP write_default.Loopback.73
# # PCM Slave Format is not writeable
# ok 592 # SKIP write_valid.Loopback.73
# # PCM Slave Format is not writeable
# ok 593 # SKIP write_invalid.Loopback.73
# ok 594 event_missing.Loopback.73
# ok 595 event_spurious.Loopback.73
# ok 596 get_value.Loopback.72
# # Loopback.72 PCM Slave Active
# ok 597 name.Loopback.72
# # PCM Slave Active is not writeable
# ok 598 # SKIP write_default.Loopback.72
# # PCM Slave Active is not writeable
# ok 599 # SKIP write_valid.Loopback.72
# # PCM Slave Active is not writeable
# ok 600 # SKIP write_invalid.Loopback.72
# ok 601 event_missing.Loopback.72
# ok 602 event_spurious.Loopback.72
# ok 603 get_value.Loopback.71
# # Loopback.71 PCM Notify
# # 0.71 PCM Notify is a writeable boolean but not a Switch
# not ok 604 name.Loopback.71
# ok 605 write_default.Loopback.71
# ok 606 write_valid.Loopback.71
# ok 607 write_invalid.Loopback.71
# ok 608 event_missing.Loopback.71
# ok 609 event_spurious.Loopback.71
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 610 get_value.Loopback.70
# # Loopback.70 PCM Rate Shift 100000
# ok 611 name.Loopback.70
# ok 612 write_default.Loopback.70
# ok 613 write_valid.Loopback.70
# ok 614 write_invalid.Loopback.70
# ok 615 event_missing.Loopback.70
# ok 616 event_spurious.Loopback.70
# ok 617 get_value.Loopback.69
# # Loopback.69 PCM Slave Access Mode
# ok 618 name.Loopback.69
# # PCM Slave Access Mode is not writeable
# ok 619 # SKIP write_default.Loopback.69
# # PCM Slave Access Mode is not writeable
# ok 620 # SKIP write_valid.Loopback.69
# # PCM Slave Access Mode is not writeable
# ok 621 # SKIP write_invalid.Loopback.69
# ok 622 event_missing.Loopback.69
# ok 623 event_spurious.Loopback.69
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 624 get_value.Loopback.68
# # Loopback.68 PCM Slave Channels
# ok 625 name.Loopback.68
# # PCM Slave Channels is not writeable
# ok 626 # SKIP write_default.Loopback.68
# # PCM Slave Channels is not writeable
# ok 627 # SKIP write_valid.Loopback.68
# # PCM Slave Channels is not writeable
# ok 628 # SKIP write_invalid.Loopback.68
# ok 629 event_missing.Loopback.68
# ok 630 event_spurious.Loopback.68
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 631 get_value.Loopback.67
# # Loopback.67 PCM Slave Rate
# ok 632 name.Loopback.67
# # PCM Slave Rate is not writeable
# ok 633 # SKIP write_default.Loopback.67
# # PCM Slave Rate is not writeable
# ok 634 # SKIP write_valid.Loopback.67
# # PCM Slave Rate is not writeable
# ok 635 # SKIP write_invalid.Loopback.67
# ok 636 event_missing.Loopback.67
# ok 637 event_spurious.Loopback.67
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 638 get_value.Loopback.66
# # Loopback.66 PCM Slave Format
# ok 639 name.Loopback.66
# # PCM Slave Format is not writeable
# ok 640 # SKIP write_default.Loopback.66
# # PCM Slave Format is not writeable
# ok 641 # SKIP write_valid.Loopback.66
# # PCM Slave Format is not writeable
# ok 642 # SKIP write_invalid.Loopback.66
# ok 643 event_missing.Loopback.66
# ok 644 event_spurious.Loopback.66
# ok 645 get_value.Loopback.65
# # Loopback.65 PCM Slave Active
# ok 646 name.Loopback.65
# # PCM Slave Active is not writeable
# ok 647 # SKIP write_default.Loopback.65
# # PCM Slave Active is not writeable
# ok 648 # SKIP write_valid.Loopback.65
# # PCM Slave Active is not writeable
# ok 649 # SKIP write_invalid.Loopback.65
# ok 650 event_missing.Loopback.65
# ok 651 event_spurious.Loopback.65
# ok 652 get_value.Loopback.64
# # Loopback.64 PCM Notify
# # 0.64 PCM Notify is a writeable boolean but not a Switch
# not ok 653 name.Loopback.64
# ok 654 write_default.Loopback.64
# ok 655 write_valid.Loopback.64
# ok 656 write_invalid.Loopback.64
# ok 657 event_missing.Loopback.64
# ok 658 event_spurious.Loopback.64
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 659 get_value.Loopback.63
# # Loopback.63 PCM Rate Shift 100000
# ok 660 name.Loopback.63
# ok 661 write_default.Loopback.63
# ok 662 write_valid.Loopback.63
# ok 663 write_invalid.Loopback.63
# ok 664 event_missing.Loopback.63
# ok 665 event_spurious.Loopback.63
# ok 666 get_value.Loopback.62
# # Loopback.62 PCM Slave Access Mode
# ok 667 name.Loopback.62
# # PCM Slave Access Mode is not writeable
# ok 668 # SKIP write_default.Loopback.62
# # PCM Slave Access Mode is not writeable
# ok 669 # SKIP write_valid.Loopback.62
# # PCM Slave Access Mode is not writeable
# ok 670 # SKIP write_invalid.Loopback.62
# ok 671 event_missing.Loopback.62
# ok 672 event_spurious.Loopback.62
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 673 get_value.Loopback.61
# # Loopback.61 PCM Slave Channels
# ok 674 name.Loopback.61
# # PCM Slave Channels is not writeable
# ok 675 # SKIP write_default.Loopback.61
# # PCM Slave Channels is not writeable
# ok 676 # SKIP write_valid.Loopback.61
# # PCM Slave Channels is not writeable
# ok 677 # SKIP write_invalid.Loopback.61
# ok 678 event_missing.Loopback.61
# ok 679 event_spurious.Loopback.61
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 680 get_value.Loopback.60
# # Loopback.60 PCM Slave Rate
# ok 681 name.Loopback.60
# # PCM Slave Rate is not writeable
# ok 682 # SKIP write_default.Loopback.60
# # PCM Slave Rate is not writeable
# ok 683 # SKIP write_valid.Loopback.60
# # PCM Slave Rate is not writeable
# ok 684 # SKIP write_invalid.Loopback.60
# ok 685 event_missing.Loopback.60
# ok 686 event_spurious.Loopback.60
# # PCM Slave Format.0 value 10 invalid for step 1 minimum 0
# not ok 687 get_value.Loopback.59
# # Loopback.59 PCM Slave Format
# ok 688 name.Loopback.59
# # PCM Slave Format is not writeable
# ok 689 # SKIP write_default.Loopback.59
# # PCM Slave Format is not writeable
# ok 690 # SKIP write_valid.Loopback.59
# # PCM Slave Format is not writeable
# ok 691 # SKIP write_invalid.Loopback.59
# ok 692 event_missing.Loopback.59
# ok 693 event_spurious.Loopback.59
# ok 694 get_value.Loopback.58
# # Loopback.58 PCM Slave Active
# ok 695 name.Loopback.58
# # PCM Slave Active is not writeable
# ok 696 # SKIP write_default.Loopback.58
# # PCM Slave Active is not writeable
# ok 697 # SKIP write_valid.Loopback.58
# # PCM Slave Active is not writeable
# ok 698 # SKIP write_invalid.Loopback.58
# ok 699 event_missing.Loopback.58
# ok 700 event_spurious.Loopback.58
# ok 701 get_value.Loopback.57
# # Loopback.57 PCM Notify
# # 0.57 PCM Notify is a writeable boolean but not a Switch
# not ok 702 name.Loopback.57
# ok 703 write_default.Loopback.57
# ok 704 write_valid.Loopback.57
# ok 705 write_invalid.Loopback.57
# ok 706 event_missing.Loopback.57
# ok 707 event_spurious.Loopback.57
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 708 get_value.Loopback.56
# # Loopback.56 PCM Rate Shift 100000
# ok 709 name.Loopback.56
# ok 710 write_default.Loopback.56
# ok 711 write_valid.Loopback.56
# ok 712 write_invalid.Loopback.56
# ok 713 event_missing.Loopback.56
# ok 714 event_spurious.Loopback.56
# ok 715 get_value.Loopback.55
# # Loopback.55 PCM Slave Access Mode
# ok 716 name.Loopback.55
# # PCM Slave Access Mode is not writeable
# ok 717 # SKIP write_default.Loopback.55
# # PCM Slave Access Mode is not writeable
# ok 718 # SKIP write_valid.Loopback.55
# # PCM Slave Access Mode is not writeable
# ok 719 # SKIP write_invalid.Loopback.55
# ok 720 event_missing.Loopback.55
# ok 721 event_spurious.Loopback.55
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 722 get_value.Loopback.54
# # Loopback.54 PCM Slave Channels
# ok 723 name.Loopback.54
# # PCM Slave Channels is not writeable
# ok 724 # SKIP write_default.Loopback.54
# # PCM Slave Channels is not writeable
# ok 725 # SKIP write_valid.Loopback.54
# # PCM Slave Channels is not writeable
# ok 726 # SKIP write_invalid.Loopback.54
# ok 727 event_missing.Loopback.54
# ok 728 event_spurious.Loopback.54
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 729 get_value.Loopback.53
# # Loopback.53 PCM Slave Rate
# ok 730 name.Loopback.53
# # PCM Slave Rate is not writeable
# ok 731 # SKIP write_default.Loopback.53
# # PCM Slave Rate is not writeable
# ok 732 # SKIP write_valid.Loopback.53
# # PCM Slave Rate is not writeable
# ok 733 # SKIP write_invalid.Loopback.53
# ok 734 event_missing.Loopback.53
# ok 735 event_spurious.Loopback.53
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 736 get_value.Loopback.52
# # Loopback.52 PCM Slave Format
# ok 737 name.Loopback.52
# # PCM Slave Format is not writeable
# ok 738 # SKIP write_default.Loopback.52
# # PCM Slave Format is not writeable
# ok 739 # SKIP write_valid.Loopback.52
# # PCM Slave Format is not writeable
# ok 740 # SKIP write_invalid.Loopback.52
# ok 741 event_missing.Loopback.52
# ok 742 event_spurious.Loopback.52
# ok 743 get_value.Loopback.51
# # Loopback.51 PCM Slave Active
# ok 744 name.Loopback.51
# # PCM Slave Active is not writeable
# ok 745 # SKIP write_default.Loopback.51
# # PCM Slave Active is not writeable
# ok 746 # SKIP write_valid.Loopback.51
# # PCM Slave Active is not writeable
# ok 747 # SKIP write_invalid.Loopback.51
# ok 748 event_missing.Loopback.51
# ok 749 event_spurious.Loopback.51
# ok 750 get_value.Loopback.50
# # Loopback.50 PCM Notify
# # 0.50 PCM Notify is a writeable boolean but not a Switch
# not ok 751 name.Loopback.50
# ok 752 write_default.Loopback.50
# ok 753 write_valid.Loopback.50
# ok 754 write_invalid.Loopback.50
# ok 755 event_missing.Loopback.50
# ok 756 event_spurious.Loopback.50
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 757 get_value.Loopback.49
# # Loopback.49 PCM Rate Shift 100000
# ok 758 name.Loopback.49
# ok 759 write_default.Loopback.49
# ok 760 write_valid.Loopback.49
# ok 761 write_invalid.Loopback.49
# ok 762 event_missing.Loopback.49
# ok 763 event_spurious.Loopback.49
# ok 764 get_value.Loopback.48
# # Loopback.48 PCM Slave Access Mode
# ok 765 name.Loopback.48
# # PCM Slave Access Mode is not writeable
# ok 766 # SKIP write_default.Loopback.48
# # PCM Slave Access Mode is not writeable
# ok 767 # SKIP write_valid.Loopback.48
# # PCM Slave Access Mode is not writeable
# ok 768 # SKIP write_invalid.Loopback.48
# ok 769 event_missing.Loopback.48
# ok 770 event_spurious.Loopback.48
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 771 get_value.Loopback.47
# # Loopback.47 PCM Slave Channels
# ok 772 name.Loopback.47
# # PCM Slave Channels is not writeable
# ok 773 # SKIP write_default.Loopback.47
# # PCM Slave Channels is not writeable
# ok 774 # SKIP write_valid.Loopback.47
# # PCM Slave Channels is not writeable
# ok 775 # SKIP write_invalid.Loopback.47
# ok 776 event_missing.Loopback.47
# ok 777 event_spurious.Loopback.47
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 778 get_value.Loopback.46
# # Loopback.46 PCM Slave Rate
# ok 779 name.Loopback.46
# # PCM Slave Rate is not writeable
# ok 780 # SKIP write_default.Loopback.46
# # PCM Slave Rate is not writeable
# ok 781 # SKIP write_valid.Loopback.46
# # PCM Slave Rate is not writeable
# ok 782 # SKIP write_invalid.Loopback.46
# ok 783 event_missing.Loopback.46
# ok 784 event_spurious.Loopback.46
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 785 get_value.Loopback.45
# # Loopback.45 PCM Slave Format
# ok 786 name.Loopback.45
# # PCM Slave Format is not writeable
# ok 787 # SKIP write_default.Loopback.45
# # PCM Slave Format is not writeable
# ok 788 # SKIP write_valid.Loopback.45
# # PCM Slave Format is not writeable
# ok 789 # SKIP write_invalid.Loopback.45
# ok 790 event_missing.Loopback.45
# ok 791 event_spurious.Loopback.45
# ok 792 get_value.Loopback.44
# # Loopback.44 PCM Slave Active
# ok 793 name.Loopback.44
# # PCM Slave Active is not writeable
# ok 794 # SKIP write_default.Loopback.44
# # PCM Slave Active is not writeable
# ok 795 # SKIP write_valid.Loopback.44
# # PCM Slave Active is not writeable
# ok 796 # SKIP write_invalid.Loopback.44
# ok 797 event_missing.Loopback.44
# ok 798 event_spurious.Loopback.44
# ok 799 get_value.Loopback.43
# # Loopback.43 PCM Notify
# # 0.43 PCM Notify is a writeable boolean but not a Switch
# not ok 800 name.Loopback.43
# ok 801 write_default.Loopback.43
# ok 802 write_valid.Loopback.43
# ok 803 write_invalid.Loopback.43
# ok 804 event_missing.Loopback.43
# ok 805 event_spurious.Loopback.43
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 806 get_value.Loopback.42
# # Loopback.42 PCM Rate Shift 100000
# ok 807 name.Loopback.42
# ok 808 write_default.Loopback.42
# ok 809 write_valid.Loopback.42
# ok 810 write_invalid.Loopback.42
# ok 811 event_missing.Loopback.42
# ok 812 event_spurious.Loopback.42
# ok 813 get_value.Loopback.41
# # Loopback.41 PCM Slave Access Mode
# ok 814 name.Loopback.41
# # PCM Slave Access Mode is not writeable
# ok 815 # SKIP write_default.Loopback.41
# # PCM Slave Access Mode is not writeable
# ok 816 # SKIP write_valid.Loopback.41
# # PCM Slave Access Mode is not writeable
# ok 817 # SKIP write_invalid.Loopback.41
# ok 818 event_missing.Loopback.41
# ok 819 event_spurious.Loopback.41
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 820 get_value.Loopback.40
# # Loopback.40 PCM Slave Channels
# ok 821 name.Loopback.40
# # PCM Slave Channels is not writeable
# ok 822 # SKIP write_default.Loopback.40
# # PCM Slave Channels is not writeable
# ok 823 # SKIP write_valid.Loopback.40
# # PCM Slave Channels is not writeable
# ok 824 # SKIP write_invalid.Loopback.40
# ok 825 event_missing.Loopback.40
# ok 826 event_spurious.Loopback.40
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 827 get_value.Loopback.39
# # Loopback.39 PCM Slave Rate
# ok 828 name.Loopback.39
# # PCM Slave Rate is not writeable
# ok 829 # SKIP write_default.Loopback.39
# # PCM Slave Rate is not writeable
# ok 830 # SKIP write_valid.Loopback.39
# # PCM Slave Rate is not writeable
# ok 831 # SKIP write_invalid.Loopback.39
# ok 832 event_missing.Loopback.39
# ok 833 event_spurious.Loopback.39
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 834 get_value.Loopback.38
# # Loopback.38 PCM Slave Format
# ok 835 name.Loopback.38
# # PCM Slave Format is not writeable
# ok 836 # SKIP write_default.Loopback.38
# # PCM Slave Format is not writeable
# ok 837 # SKIP write_valid.Loopback.38
# # PCM Slave Format is not writeable
# ok 838 # SKIP write_invalid.Loopback.38
# ok 839 event_missing.Loopback.38
# ok 840 event_spurious.Loopback.38
# ok 841 get_value.Loopback.37
# # Loopback.37 PCM Slave Active
# ok 842 name.Loopback.37
# # PCM Slave Active is not writeable
# ok 843 # SKIP write_default.Loopback.37
# # PCM Slave Active is not writeable
# ok 844 # SKIP write_valid.Loopback.37
# # PCM Slave Active is not writeable
# ok 845 # SKIP write_invalid.Loopback.37
# ok 846 event_missing.Loopback.37
# ok 847 event_spurious.Loopback.37
# ok 848 get_value.Loopback.36
# # Loopback.36 PCM Notify
# # 0.36 PCM Notify is a writeable boolean but not a Switch
# not ok 849 name.Loopback.36
# ok 850 write_default.Loopback.36
# ok 851 write_valid.Loopback.36
# ok 852 write_invalid.Loopback.36
# ok 853 event_missing.Loopback.36
# ok 854 event_spurious.Loopback.36
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 855 get_value.Loopback.35
# # Loopback.35 PCM Rate Shift 100000
# ok 856 name.Loopback.35
# ok 857 write_default.Loopback.35
# ok 858 write_valid.Loopback.35
# ok 859 write_invalid.Loopback.35
# ok 860 event_missing.Loopback.35
# ok 861 event_spurious.Loopback.35
# ok 862 get_value.Loopback.34
# # Loopback.34 PCM Slave Access Mode
# ok 863 name.Loopback.34
# # PCM Slave Access Mode is not writeable
# ok 864 # SKIP write_default.Loopback.34
# # PCM Slave Access Mode is not writeable
# ok 865 # SKIP write_valid.Loopback.34
# # PCM Slave Access Mode is not writeable
# ok 866 # SKIP write_invalid.Loopback.34
# ok 867 event_missing.Loopback.34
# ok 868 event_spurious.Loopback.34
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 869 get_value.Loopback.33
# # Loopback.33 PCM Slave Channels
# ok 870 name.Loopback.33
# # PCM Slave Channels is not writeable
# ok 871 # SKIP write_default.Loopback.33
# # PCM Slave Channels is not writeable
# ok 872 # SKIP write_valid.Loopback.33
# # PCM Slave Channels is not writeable
# ok 873 # SKIP write_invalid.Loopback.33
# ok 874 event_missing.Loopback.33
# ok 875 event_spurious.Loopback.33
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 876 get_value.Loopback.32
# # Loopback.32 PCM Slave Rate
# ok 877 name.Loopback.32
# # PCM Slave Rate is not writeable
# ok 878 # SKIP write_default.Loopback.32
# # PCM Slave Rate is not writeable
# ok 879 # SKIP write_valid.Loopback.32
# # PCM Slave Rate is not writeable
# ok 880 # SKIP write_invalid.Loopback.32
# ok 881 event_missing.Loopback.32
# ok 882 event_spurious.Loopback.32
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 883 get_value.Loopback.31
# # Loopback.31 PCM Slave Format
# ok 884 name.Loopback.31
# # PCM Slave Format is not writeable
# ok 885 # SKIP write_default.Loopback.31
# # PCM Slave Format is not writeable
# ok 886 # SKIP write_valid.Loopback.31
# # PCM Slave Format is not writeable
# ok 887 # SKIP write_invalid.Loopback.31
# ok 888 event_missing.Loopback.31
# ok 889 event_spurious.Loopback.31
# ok 890 get_value.Loopback.30
# # Loopback.30 PCM Slave Active
# ok 891 name.Loopback.30
# # PCM Slave Active is not writeable
# ok 892 # SKIP write_default.Loopback.30
# # PCM Slave Active is not writeable
# ok 893 # SKIP write_valid.Loopback.30
# # PCM Slave Active is not writeable
# ok 894 # SKIP write_invalid.Loopback.30
# ok 895 event_missing.Loopback.30
# ok 896 event_spurious.Loopback.30
# ok 897 get_value.Loopback.29
# # Loopback.29 PCM Notify
# # 0.29 PCM Notify is a writeable boolean but not a Switch
# not ok 898 name.Loopback.29
# ok 899 write_default.Loopback.29
# ok 900 write_valid.Loopback.29
# ok 901 write_invalid.Loopback.29
# ok 902 event_missing.Loopback.29
# ok 903 event_spurious.Loopback.29
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 904 get_value.Loopback.28
# # Loopback.28 PCM Rate Shift 100000
# ok 905 name.Loopback.28
# ok 906 write_default.Loopback.28
# ok 907 write_valid.Loopback.28
# ok 908 write_invalid.Loopback.28
# ok 909 event_missing.Loopback.28
# ok 910 event_spurious.Loopback.28
# ok 911 get_value.Loopback.27
# # Loopback.27 PCM Slave Access Mode
# ok 912 name.Loopback.27
# # PCM Slave Access Mode is not writeable
# ok 913 # SKIP write_default.Loopback.27
# # PCM Slave Access Mode is not writeable
# ok 914 # SKIP write_valid.Loopback.27
# # PCM Slave Access Mode is not writeable
# ok 915 # SKIP write_invalid.Loopback.27
# ok 916 event_missing.Loopback.27
# ok 917 event_spurious.Loopback.27
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 918 get_value.Loopback.26
# # Loopback.26 PCM Slave Channels
# ok 919 name.Loopback.26
# # PCM Slave Channels is not writeable
# ok 920 # SKIP write_default.Loopback.26
# # PCM Slave Channels is not writeable
# ok 921 # SKIP write_valid.Loopback.26
# # PCM Slave Channels is not writeable
# ok 922 # SKIP write_invalid.Loopback.26
# ok 923 event_missing.Loopback.26
# ok 924 event_spurious.Loopback.26
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 925 get_value.Loopback.25
# # Loopback.25 PCM Slave Rate
# ok 926 name.Loopback.25
# # PCM Slave Rate is not writeable
# ok 927 # SKIP write_default.Loopback.25
# # PCM Slave Rate is not writeable
# ok 928 # SKIP write_valid.Loopback.25
# # PCM Slave Rate is not writeable
# ok 929 # SKIP write_invalid.Loopback.25
# ok 930 event_missing.Loopback.25
# ok 931 event_spurious.Loopback.25
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 932 get_value.Loopback.24
# # Loopback.24 PCM Slave Format
# ok 933 name.Loopback.24
# # PCM Slave Format is not writeable
# ok 934 # SKIP write_default.Loopback.24
# # PCM Slave Format is not writeable
# ok 935 # SKIP write_valid.Loopback.24
# # PCM Slave Format is not writeable
# ok 936 # SKIP write_invalid.Loopback.24
# ok 937 event_missing.Loopback.24
# ok 938 event_spurious.Loopback.24
# ok 939 get_value.Loopback.23
# # Loopback.23 PCM Slave Active
# ok 940 name.Loopback.23
# # PCM Slave Active is not writeable
# ok 941 # SKIP write_default.Loopback.23
# # PCM Slave Active is not writeable
# ok 942 # SKIP write_valid.Loopback.23
# # PCM Slave Active is not writeable
# ok 943 # SKIP write_invalid.Loopback.23
# ok 944 event_missing.Loopback.23
# ok 945 event_spurious.Loopback.23
# ok 946 get_value.Loopback.22
# # Loopback.22 PCM Notify
# # 0.22 PCM Notify is a writeable boolean but not a Switch
# not ok 947 name.Loopback.22
# ok 948 write_default.Loopback.22
# ok 949 write_valid.Loopback.22
# ok 950 write_invalid.Loopback.22
# ok 951 event_missing.Loopback.22
# ok 952 event_spurious.Loopback.22
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 953 get_value.Loopback.21
# # Loopback.21 PCM Rate Shift 100000
# ok 954 name.Loopback.21
# ok 955 write_default.Loopback.21
# ok 956 write_valid.Loopback.21
# ok 957 write_invalid.Loopback.21
# ok 958 event_missing.Loopback.21
# ok 959 event_spurious.Loopback.21
# ok 960 get_value.Loopback.20
# # Loopback.20 PCM Slave Access Mode
# ok 961 name.Loopback.20
# # PCM Slave Access Mode is not writeable
# ok 962 # SKIP write_default.Loopback.20
# # PCM Slave Access Mode is not writeable
# ok 963 # SKIP write_valid.Loopback.20
# # PCM Slave Access Mode is not writeable
# ok 964 # SKIP write_invalid.Loopback.20
# ok 965 event_missing.Loopback.20
# ok 966 event_spurious.Loopback.20
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 967 get_value.Loopback.19
# # Loopback.19 PCM Slave Channels
# ok 968 name.Loopback.19
# # PCM Slave Channels is not writeable
# ok 969 # SKIP write_default.Loopback.19
# # PCM Slave Channels is not writeable
# ok 970 # SKIP write_valid.Loopback.19
# # PCM Slave Channels is not writeable
